
1,536154.015,3611306.039,,,,,,,,,,POINT(536154.015 3611306.0386)
2,535661.0358,3583612.951,,,,,,,,,,POINT(535661.035799999 3583612.9514)
3,588135.9774,3597494.984,,,,,,,,,,POINT(588135.977399999 3597494.9844)
4,570578.9665,3593131.04,,,,,,,,,,POINT(570578.966499999 3593131.04039999)
5,534901.0422,3636321.011,,,,,,,,,,POINT(534901.0422 3636321.0109)
6,547943.998,3600720.037,,,,,,,,,,POINT(547943.998 3600720.03709999)
7,547955.0124,3600674.971,,,,,,,,,,POINT(547955.0124 3600674.9714)
8,546630.0191,3597185.946,,,,,,,,,,POINT(546630.0191 3597185.9463)
9,542112.9967,3594567.053,,,,,,,,,,POINT(542112.9967 3594567.05349999)
10,552271.9577,3598514.05,Customer,1,0.2,0,1,10,5,0,0,POINT(552271.9577 3598514.0495)
11,534494.0057,3613336.027,,,,,,,,,,POINT(534494.005699999 3613336.02669999)
12,535473.0161,3611947.998,,,,,,,,,,POINT(535473.0161 3611947.9978)
13,535532.0446,3610938.974,,,,,,,,,,POINT(535532.0446 3610938.97379999)
14,535523.0388,3610755.032,,,,,,,,,,POINT(535523.038799999 3610755.0315)
15,535513.9904,3610582.951,,,,,,,,,,POINT(535513.9904 3610582.9508)
16,535498.0105,3610407.963,,,,,,,,,,POINT(535498.010499999 3610407.96309999)
17,535481.9989,3610188.966,,,,,,,,,,POINT(535481.9989 3610188.9656)
18,534289.0011,3607776.009,,,,,,,,,,POINT(534289.001099999 3607776.0093)
19,534129.0057,3605805.009,,,,,,,,,,POINT(534129.005699999 3605805.0093)
20,538146.0336,3596716.037,,,,,,,,,,POINT(538146.033599999 3596716.0367)
21,536439.9793,3590389.044,,,,,,,,,,POINT(536439.9793 3590389.04389999)
22,535890.9906,3585356.028,,,,,,,,,,POINT(535890.9906 3585356.0282)
23,535956.9617,3583422.01,,,,,,,,,,POINT(535956.961699999 3583422.0095)
24,535090.9681,3579319.006,,,,,,,,,,POINT(535090.9681 3579319.0062)
25,521814.0373,3581721.979,,,,,,,,,,POINT(521814.0373 3581721.9791)
26,529759.0207,3584756.035,,,,,,,,,,POINT(529759.020699999 3584756.0348)
27,534902.9585,3580488.053,,,,,,,,,,POINT(534902.958499999 3580488.0531)
28,523011.9554,3582339.975,,,,,,,,,,POINT(523011.955399999 3582339.9748)
29,527832.0107,3579493.985,,,,,,,,,,POINT(527832.010699999 3579493.9846)
30,527853.0007,3578368.028,,,,,,,,,,POINT(527853.000699999 3578368.0281)
31,535561.0181,3580187.953,,,,,,,,,,POINT(535561.018099999 3580187.95319999)
32,533746.9995,3586579.945,,,,,,,,,,POINT(533746.9995 3586579.9454)
33,529749.9672,3586544.04,,,,,,,,,,POINT(529749.967199999 3586544.0395)
34,529666.0029,3582493.957,,,,,,,,,,POINT(529666.002899999 3582493.9567)
35,530902.0269,3584118.984,,,,,,,,,,POINT(530902.0269 3584118.9837)
36,532911.0212,3587001.957,,,,,,,,,,POINT(532911.021199999 3587001.95729999)
37,534051.0285,3611544.952,,,,,,,,,,POINT(534051.0285 3611544.95179999)
38,534323.9771,3611570.055,,,,,,,,,,POINT(534323.9771 3611570.055)
39,534485.043,3611347.015,,,,,,,,,,POINT(534485.042999999 3611347.0147)
40,535027.9844,3611253.018,,,,,,,,,,POINT(535027.984399999 3611253.0181)
41,535399.9705,3611204.004,,,,,,,,,,POINT(535399.9705 3611204.0041)
42,532468.0336,3611238.029,,,,,,,,,,POINT(532468.033599999 3611238.02889999)
43,532687.0147,3611220.01,,,,,,,,,,POINT(532687.0147 3611220.01019999)
44,532906.0263,3611193.017,,,,,,,,,,POINT(532906.0263 3611193.0172)
45,533105.0439,3611170.951,,,,,,,,,,POINT(533105.0439 3611170.9509)
46,533318.9724,3611150.047,,,,,,,,,,POINT(533318.972399999 3611150.0471)
47,533510.9638,3611125.97,,,,,,,,,,POINT(533510.9638 3611125.9701)
48,533712.0372,3611107.027,,,,,,,,,,POINT(533712.0372 3611107.0268)
49,530214.0454,3611842.972,,,,,,,,,,POINT(530214.045399999 3611842.97239999)
50,530912.9791,3611207.032,,,,,,,,,,POINT(530912.9791 3611207.0321)
51,531224.9833,3611046.045,,,,,,,,,,POINT(531224.983299999 3611046.04499999)
52,531293.0347,3611030.96,,,,,,,,,,POINT(531293.034699999 3611030.9604)
53,520520.996,3615439.032,,,,,,,,,,POINT(520520.995999999 3615439.0321)
54,528906.0447,3611355.984,,,,,,,,,,POINT(528906.044699999 3611355.9837)
55,529267.0432,3611234.986,,,,,,,,,,POINT(529267.043199999 3611234.98579999)
56,529697.9716,3611100.02,,,,,,,,,,POINT(529697.9716 3611100.0196)
57,520249.0308,3615566.956,,,,,,,,,,POINT(520249.0308 3615566.95599999)
58,530155.9815,3608837.953,,,,,,,,,,POINT(530155.981499999 3608837.953)
59,529209.9738,3610993.043,,,,,,,,,,POINT(529209.9738 3610993.04289999)
60,529577.0008,3610806.004,,,,,,,,,,POINT(529577.0008 3610806.004)
61,529358.0002,3610383.996,,,,,,,,,,POINT(529358.0002 3610383.99569999)
62,529538.0113,3610288.97,,,,,,,,,,POINT(529538.0113 3610288.9704)
63,529472.9867,3610167.946,,,,,,,,,,POINT(529472.9867 3610167.9457)
64,529350.0443,3609932.016,,,,,,,,,,POINT(529350.044299999 3609932.0158)
65,528539.0328,3609845.965,,,,,,,,,,POINT(528539.0328 3609845.9654)
66,528763.0037,3609796.946,,,,,,,,,,POINT(528763.0037 3609796.946)
67,529098.0187,3609725.973,,,,,,,,,,POINT(529098.0187 3609725.9733)
68,528618.0193,3609159.999,,,,,,,,,,POINT(528618.0193 3609159.99949999)
69,528358.0013,3609178.989,,,,,,,,,,POINT(528358.0013 3609178.98879999)
70,528087.0024,3609199.949,,,,,,,,,,POINT(528087.0024 3609199.9493)
71,528944.0463,3610802.039,,,,,,,,,,POINT(528944.0463 3610802.03929999)
